ts,venue,market,description,bid,ask,bid_size,ask_size
2026-06-01T14:01:30+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4015,0.4337,232,33
2026-06-01T14:01:30+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3622,0.3923,66,288
2026-06-01T14:01:30+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.3001,0.327,285,141
2026-06-01T14:01:40+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4042,0.4334,62,290
2026-06-01T14:01:40+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3585,0.3861,67,26
2026-06-01T14:01:40+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.299,0.3343,156,145
2026-06-01T14:01:50+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4035,0.4343,298,29
2026-06-01T14:01:50+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3493,0.3938,164,262
2026-06-01T14:01:50+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.302,0.3372,244,229
2026-06-01T14:02:00+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4081,0.4384,87,49
2026-06-01T14:02:00+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3552,0.3835,157,70
2026-06-01T14:02:00+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.3039,0.3329,89,67
2026-06-01T14:02:10+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4089,0.4488,136,263
2026-06-01T14:02:10+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3525,0.3864,203,162
2026-06-01T14:02:10+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.3081,0.3333,81,20
2026-06-01T14:02:20+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4162,0.4497,179,187
2026-06-01T14:02:20+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3549,0.3885,28,251
2026-06-01T14:02:20+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.3079,0.3414,87,104
2026-06-01T14:02:30+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4207,0.4484,97,255
2026-06-01T14:02:30+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3575,0.3851,100,229
2026-06-01T14:02:30+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.3091,0.3409,264,154
2026-06-01T14:02:40+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4167,0.4439,160,141
2026-06-01T14:02:40+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3531,0.3869,219,269
2026-06-01T14:02:40+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.3015,0.3394,72,194
2026-06-01T14:02:50+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4169,0.4439,153,207
2026-06-01T14:02:50+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3564,0.3814,164,253
2026-06-01T14:02:50+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.3084,0.3401,142,163
2026-06-01T14:03:00+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4104,0.4395,146,217
2026-06-01T14:03:00+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3463,0.3767,182,102
2026-06-01T14:03:00+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.3077,0.3442,177,200
2026-06-01T14:03:10+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4057,0.4359,34,222
2026-06-01T14:03:10+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3469,0.3766,23,183
2026-06-01T14:03:10+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.3048,0.3353,100,260
2026-06-01T14:03:20+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.3979,0.4348,265,152
2026-06-01T14:03:20+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3435,0.3742,224,29
2026-06-01T14:03:20+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.3021,0.3391,285,146
2026-06-01T14:03:30+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.3976,0.4332,253,138
2026-06-01T14:03:30+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3414,0.37,250,298
2026-06-01T14:03:30+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.3043,0.3297,214,172
2026-06-01T14:03:40+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.3927,0.433,134,223
2026-06-01T14:03:40+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3489,0.3748,25,45
2026-06-01T14:03:40+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.3055,0.3322,194,200
2026-06-01T14:03:50+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.3949,0.4269,199,84
2026-06-01T14:03:50+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3438,0.3794,180,281
2026-06-01T14:03:50+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.3091,0.3351,39,146
2026-06-01T14:04:00+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.3976,0.4239,224,286
2026-06-01T14:04:00+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3385,0.3824,252,177
2026-06-01T14:04:00+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.3005,0.3382,233,201
2026-06-01T14:04:10+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.3912,0.4208,145,110
2026-06-01T14:04:10+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3413,0.3721,280,168
2026-06-01T14:04:10+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2996,0.344,105,236
2026-06-01T14:04:20+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.3916,0.4252,80,136
2026-06-01T14:04:20+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3371,0.3712,208,157
2026-06-01T14:04:20+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.3048,0.3337,183,284
2026-06-01T14:04:30+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.3953,0.4281,275,138
2026-06-01T14:04:30+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3355,0.3673,243,296
2026-06-01T14:04:30+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.3044,0.3408,191,193
2026-06-01T14:04:40+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.391,0.4275,117,262
2026-06-01T14:04:40+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3359,0.3618,46,93
2026-06-01T14:04:40+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.304,0.3398,270,100
2026-06-01T14:04:50+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.3924,0.4232,89,137
2026-06-01T14:04:50+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3303,0.3573,45,21
2026-06-01T14:04:50+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.304,0.3315,232,81
2026-06-01T14:05:00+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.3915,0.4229,120,263
2026-06-01T14:05:00+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3252,0.3584,199,102
2026-06-01T14:05:00+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2891,0.3376,179,258
2026-06-01T14:05:10+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.3868,0.4205,183,227
2026-06-01T14:05:10+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3254,0.3596,272,129
2026-06-01T14:05:10+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2991,0.3286,171,105
2026-06-01T14:05:20+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.3853,0.4191,243,46
2026-06-01T14:05:20+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3281,0.3635,36,285
2026-06-01T14:05:20+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2945,0.3326,50,75
2026-06-01T14:05:30+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.3938,0.4253,189,229
2026-06-01T14:05:30+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3347,0.3645,32,159
2026-06-01T14:05:30+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2968,0.3278,185,120
2026-06-01T14:05:40+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.3977,0.4306,130,128
2026-06-01T14:05:40+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3357,0.364,91,218
2026-06-01T14:05:40+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.294,0.3275,295,124
2026-06-01T14:05:50+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.3949,0.4259,187,232
2026-06-01T14:05:50+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3299,0.371,299,254
2026-06-01T14:05:50+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2941,0.3272,58,117
2026-06-01T14:06:00+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.3949,0.4226,155,237
2026-06-01T14:06:00+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3313,0.3656,116,258
2026-06-01T14:06:00+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2921,0.3258,88,81
2026-06-01T14:06:10+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.3915,0.4272,81,140
2026-06-01T14:06:10+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3251,0.3608,95,290
2026-06-01T14:06:10+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2879,0.328,113,184
2026-06-01T14:06:20+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.392,0.4228,199,192
2026-06-01T14:06:20+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3273,0.3541,40,108
2026-06-01T14:06:20+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2935,0.3215,146,89
2026-06-01T14:06:30+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.3893,0.421,244,179
2026-06-01T14:06:30+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3229,0.3505,282,110
2026-06-01T14:06:30+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2916,0.3247,81,262
2026-06-01T14:06:40+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.3992,0.4252,181,280
2026-06-01T14:06:40+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3234,0.3489,85,156
2026-06-01T14:06:40+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2959,0.3217,202,109
2026-06-01T14:06:50+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.3918,0.4274,32,135
2026-06-01T14:06:50+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3108,0.3581,157,101
2026-06-01T14:06:50+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2984,0.3287,228,96
2026-06-01T14:07:00+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.3916,0.4181,290,141
2026-06-01T14:07:00+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3167,0.3488,24,112
2026-06-01T14:07:00+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.299,0.3319,264,185
2026-06-01T14:07:10+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.3903,0.4213,294,151
2026-06-01T14:07:10+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3238,0.3528,210,69
2026-06-01T14:07:10+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2977,0.3372,240,272
2026-06-01T14:07:20+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.3884,0.4222,84,157
2026-06-01T14:07:20+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.321,0.3593,230,151
2026-06-01T14:07:20+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.3035,0.3311,111,197
2026-06-01T14:07:30+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.3859,0.4227,271,60
2026-06-01T14:07:30+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3213,0.3598,183,93
2026-06-01T14:07:30+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.3019,0.3317,262,88
2026-06-01T14:07:40+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.3951,0.4202,139,298
2026-06-01T14:07:40+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3229,0.3534,217,93
2026-06-01T14:07:40+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2968,0.3251,291,130
2026-06-01T14:07:50+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.3998,0.4267,151,298
2026-06-01T14:07:50+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3258,0.3582,158,154
2026-06-01T14:07:50+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.297,0.324,102,108
2026-06-01T14:08:00+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.3978,0.4248,113,37
2026-06-01T14:08:00+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3311,0.3563,297,64
2026-06-01T14:08:00+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2903,0.3362,204,227
2026-06-01T14:08:10+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.3977,0.4278,299,198
2026-06-01T14:08:10+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3202,0.3687,157,182
2026-06-01T14:08:10+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.3006,0.329,72,289
2026-06-01T14:08:20+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.3988,0.4361,287,122
2026-06-01T14:08:20+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3249,0.3553,143,95
2026-06-01T14:08:20+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2981,0.3271,234,149
2026-06-01T14:08:30+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.398,0.4356,228,236
2026-06-01T14:08:30+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3253,0.3524,207,229
2026-06-01T14:08:30+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2984,0.3288,28,112
2026-06-01T14:08:40+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.3975,0.4256,278,265
2026-06-01T14:08:40+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3184,0.3551,105,57
2026-06-01T14:08:40+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2987,0.3251,171,191
2026-06-01T14:08:50+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.3943,0.422,134,224
2026-06-01T14:08:50+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3154,0.3563,202,273
2026-06-01T14:08:50+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.296,0.3247,239,258
2026-06-01T14:09:00+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.3961,0.4213,34,150
2026-06-01T14:09:00+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3216,0.3505,158,111
2026-06-01T14:09:00+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2938,0.332,230,179
2026-06-01T14:09:10+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.3907,0.4169,99,291
2026-06-01T14:09:10+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.328,0.3544,78,117
2026-06-01T14:09:10+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.3021,0.3349,138,46
2026-06-01T14:09:20+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.3912,0.4318,24,235
2026-06-01T14:09:20+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3204,0.3491,243,229
2026-06-01T14:09:20+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.296,0.3382,239,37
2026-06-01T14:09:30+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4007,0.4271,154,260
2026-06-01T14:09:30+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3226,0.3491,107,39
2026-06-01T14:09:30+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.3004,0.3322,246,75
2026-06-01T14:09:40+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.3993,0.432,287,112
2026-06-01T14:09:40+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.318,0.3431,56,49
2026-06-01T14:09:40+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.297,0.3403,274,183
2026-06-01T14:09:50+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.3903,0.4256,176,212
2026-06-01T14:09:50+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3193,0.3465,67,164
2026-06-01T14:09:50+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2986,0.3332,70,68
2026-06-01T14:10:00+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.3872,0.4223,119,236
2026-06-01T14:10:00+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3177,0.3473,213,57
2026-06-01T14:10:00+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.3052,0.3315,209,173
2026-06-01T14:10:10+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.3844,0.4261,243,202
2026-06-01T14:10:10+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3022,0.3431,211,235
2026-06-01T14:10:10+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2989,0.3324,85,238
2026-06-01T14:10:20+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.3837,0.4197,295,121
2026-06-01T14:10:20+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3024,0.3424,251,48
2026-06-01T14:10:20+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2926,0.3266,181,206
2026-06-01T14:10:30+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.3862,0.4235,254,237
2026-06-01T14:10:30+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3059,0.3374,275,231
2026-06-01T14:10:30+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.287,0.3257,133,162
2026-06-01T14:10:40+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.3961,0.4237,146,119
2026-06-01T14:10:40+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.2993,0.3336,259,224
2026-06-01T14:10:40+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2913,0.3215,263,213
2026-06-01T14:10:50+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.3933,0.4318,216,116
2026-06-01T14:10:50+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3038,0.3333,184,38
2026-06-01T14:10:50+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.298,0.3231,296,41
2026-06-01T14:11:00+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4005,0.4262,143,154
2026-06-01T14:11:00+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.2998,0.3356,59,246
2026-06-01T14:11:00+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.2996,0.3309,290,73
2026-06-01T14:11:10+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.3927,0.4203,110,280
2026-06-01T14:11:10+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.301,0.3363,184,64
2026-06-01T14:11:10+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.3068,0.3353,85,156
2026-06-01T14:11:20+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.3936,0.4236,72,147
2026-06-01T14:11:20+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.2997,0.3334,26,100
2026-06-01T14:11:20+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.3101,0.3415,94,108
2026-06-01T14:11:30+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.3977,0.4244,289,59
2026-06-01T14:11:30+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.2965,0.3285,236,116
2026-06-01T14:11:30+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.3123,0.3401,44,135
2026-06-01T14:11:40+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.3937,0.433,54,134
2026-06-01T14:11:40+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3034,0.3289,65,124
2026-06-01T14:11:40+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.3063,0.3338,81,45
2026-06-01T14:11:50+00:00,kalshi,KX_BIRDFLU_US_2026,Will US bird flu reports exceed threshold by Dec 2026?,0.4005,0.428,33,288
2026-06-01T14:11:50+00:00,polymarket,PM_HEATWAVE_EU_2026,Will Europe record a severe heatwave in July 2026?,0.3035,0.33,197,100
2026-06-01T14:11:50+00:00,polymarket,PM_HURRICANE_FL_2026,Will a named hurricane make Florida landfall in 2026?,0.3034,0.3305,83,285
